mlcoalsim version 1.9916b (20190520)

"OUTPUT FILE: date Thu Sep 19 08:09:02 2019" 

"Input data from the file: baselines/case01/1locus_1pop_mhit0_n100_S200.txt"

Print_neuttest:                  1
Print_matrixpol:                 1
N_iterations:                    100
Seed1:                           81140

N_loci:                          1
No_rec_males:                    0
Factorn_chr:                     1.000000
Pevent_sexratio:                
Fixmax_abstime_event:           
Sex_ratio:                       1.000000
N_sites:                         10000
N_samples:                       100
Npop:                            1


Mutations:                       200

Recombination:                   0
Iflogistic:                      0
Nintn:                           0
Nrec:                           
Tpast:                          



Patcg:                           -1




Neutral tests (excluding multiple hits positions)
value(TD[pop=0])	value(Fs[pop=0])	value(FDn[pop=0])	value(FFn[pop=0])	value(FD[pop=0])	value(FF[pop=0])	value(H[pop=0])	value(B[pop=0])	value(Q[pop=0])	value(ZnA[pop=0])	value(Fst[pop=0])	value(Kw[pop=0])	value(Hw[pop=0])	value(R2[pop=0])	value(S[pop=0])	value(piw[pop=0])	value(pib[pop=0])	value(ThetaW[pop=0])	value(ThetaT[pop=0])	value(ThetaFW[pop=0])	value(D_Dmin[pop=0])	value(H_norm[pop=0])	value(maxhap[pop=0])	value(maxhap1[pop=0])	value(Rm[pop=0])	value(ThetaFL[pop=0])	value(ThetaL[pop=0])	value(ZengE[pop=0])	value(EW[pop=0])	value(Fstw[pop=0])	value(minuiHS[pop=0])	value(maxuiHS[pop=0])	value(maxliES[pop=0])	value(fixoutg[pop=0])	value(KoutgJC[pop=0])	value(ThetaWA[pop=0])	value(ThetaWAn[pop=0])	value(ThetaTA[pop=0])	value(ThetaTAn[pop=0])	value(AchY[pop=0])	value(AchYn[pop=0])	value(m_sdev[pop=0])	value(m_skew[pop=0])	value(m_kurt[pop=0])	value(ragg[pop=0])	value(ZnS[pop=0])	value(ZZ[pop=0])	
1.39078	2.9723	0.396375	0.952817	0.419037	0.997663	9.76444	0.140704	0.15	0.214325	na	50	0.979394	0.135043	200	54.6499	0	38.6296	54.6499	44.8855	0.462619	0.425668	0.07	na	0	33	49.7677	0.882902	0.0304	na	na	na	na	na	na	39.9772	40.0741	55.0917	55.1031	1.40328	1.40229	42.7637	-0.0815354	-1.86034	0.002245	0.215176	-0.000850987	
1.0779	4.8575	0.725601	1.01116	0.791209	1.06199	1.74828	0.110553	0.13	0.208313	na	45	0.96	0.126256	200	51.0459	0	38.6296	51.0459	49.2976	0.358545	0.0762141	0.14	na	0	28	50.1717	0.91493	0.0496	na	na	na	na	na	na	41.1742	41.274	51.5162	51.5268	0.93273	0.9293	39.7901	-0.0569934	-1.76289	0.00516511	0.205256	0.00305696	
-0.54004	-1.63747	0.988981	0.374925	1.08895	0.387496	-14.859	0.150754	0.175	0.188995	na	51	0.983232	0.0798977	200	32.4089	0	38.6296	32.4089	47.2679	-0.179636	-0.647758	0.06	na	0	24	39.8384	0.0958192	0.0266	na	na	na	na	na	na	42.1317	42.2338	32.5805	32.5872	-0.842142	-0.8548	32.9766	0.9635	-0.874028	0.00272523	0.171153	0.0178415	
-1.32771	-7.84084	-0.591303	-1.04837	-0.697482	-1.13657	-34.6618	0.0703518	0.095	0.113182	na	55	0.981818	0.056209	200	23.3358	0	38.6296	23.3358	57.9976	-0.441641	-1.51104	0.06	na	0	48	40.6667	0.161476	0.028	na	na	na	na	na	na	36.3865	36.4747	22.8324	22.8371	-1.3803	-1.3957	19.7046	0.845656	0.0717321	0.00443196	0.108971	0.00421123	
-0.431901	-0.60307	1.05483	0.471839	1.16338	0.490979	-25.0545	0.145729	0.155	0.215868	na	49	0.973535	0.0830251	200	33.6545	0	38.6296	33.6545	58.7091	-0.143665	-1.09222	0.1	na	0	23	46.1818	0.598656	0.0362	na	na	na	na	na	na	42.3711	42.4738	33.872	33.879	-0.74521	-0.757366	35.7024	1.05624	-0.607701	0.00374399	0.205296	0.0105722	
-0.407716	-2.92236	0.00130331	-0.20274	-0.0275709	-0.23349	-6.7398	0.0653266	0.08	0.112139	na	55	0.984242	0.0830603	200	33.9331	0	38.6296	33.9331	40.6729	-0.13562	-0.293813	0.06	na	0	39	37.303	-0.105155	0.0256	na	na	na	na	na	na	38.5409	38.6343	33.8297	33.8367	-0.45342	-0.464038	30.2548	0.814913	-0.931174	0.00567077	0.147986	-0.0358469	
-0.409101	-2.47464	0.198839	-0.0746837	0.195733	-0.0959802	9.57172	0.0552764	0.095	0.108725	na	54	0.984646	0.0831299	200	33.9172	0	38.6296	33.9172	24.3455	-0.136081	0.417266	0.06	na	0	36	29.1313	-0.752917	0.0252	na	na	na	na	na	na	39.2591	39.3542	33.8747	33.8816	-0.508895	-0.519805	20.4335	-0.334367	-1.5316	0.0055707	0.0801747	0.0285499	
1.98872	18.9526	1.58159	2.02388	1.75886	2.14453	19.257	0.190955	0.21	0.277355	na	34	0.940606	0.153109	200	61.5376	0	38.6296	61.5376	42.2806	0.661515	0.839482	0.2	na	0	15	51.9091	1.05265	0.0688	na	na	na	na	na	na	44.2862	44.3935	62.4873	62.5002	1.52794	1.52761	45.2557	-0.326976	-1.70493	0.0078263	0.253557	0.0237985	
0.739851	4.44891	1.38405	1.27152	1.53556	1.34337	27.4756	0.0603015	0.09	0.115314	na	44	0.969293	0.117002	200	47.1519	0	38.6296	47.1519	19.6764	0.246099	1.19776	0.1	na	0	18	33.4141	-0.413423	0.0404	na	na	na	na	na	na	43.568	43.6736	47.7469	47.7567	0.356496	0.350068	24.254	-0.864177	-0.771091	0.00623904	0.119599	-0.00428532	
-0.788975	-9.48647	-1.3156	-1.25144	-1.51626	-1.3575	8.53737	0.0854271	0.125	0.105846	na	62	0.985859	0.0710905	200	29.5414	0	38.6296	29.5414	21.004	-0.26244	0.372175	0.06	na	0	59	25.2727	-1.05878	0.024	na	na	na	na	na	na	33.7532	33.835	28.9402	28.9462	-0.527623	-0.538592	16.8295	-0.114169	-1.26611	0.00363049	0.0588951	0.0469506	
