mlcoalsim version 1.9916b (20190520)
n_iter	prior[001]	prior[002]	prior[003]	prior[004]	prior[005]	prior[006]	prior[007]	prior[008]	prior[009]	prior[010]	prior[011]	prior[012]	prior[013]	prior[014]	prior[015]	prior[016]	TD[pop=0]	Fs[pop=0]	FDn[pop=0]	FFn[pop=0]	FD[pop=0]	FF[pop=0]	H[pop=0]	B[pop=0]	Q[pop=0]	ZnA[pop=0]	Fst[pop=0]	Kw[pop=0]	Hw[pop=0]	R2[pop=0]	S[pop=0]	piw[pop=0]	pib[pop=0]	ThetaW[pop=0]	ThetaT[pop=0]	ThetaFW[pop=0]	D_Dmin[pop=0]	H_norm[pop=0]	maxhap[pop=0]	maxhap1[pop=0]	Rm[pop=0]	ThetaFL[pop=0]	ThetaL[pop=0]	ZengE[pop=0]	EW[pop=0]	Fstw[pop=0]	minuiHS[pop=0]	maxuiHS[pop=0]	maxliES[pop=0]	fixoutg[pop=0]	KoutgJC[pop=0]	ThetaWA[pop=0]	ThetaWAn[pop=0]	ThetaTA[pop=0]	ThetaTAn[pop=0]	AchY[pop=0]	AchYn[pop=0]	msdev[pop=0]	mskew[pop=0]	mkurt[pop=0]	ragg[pop=0]	ZnS[pop=0]	ZZ[pop=0]	nmhits[pop=0]	fr[pop=0,1]	fr[pop=0,2]	fr[pop=0,3]	fr[pop=0,4]	fr[pop=0,5]	fr[pop=0,6]	fr[pop=0,7]	fr[pop=0,8]	fr[pop=0,9]	fr[pop=0,10]	fr[pop=0,11]	TD[pop=1]	Fs[pop=1]	FDn[pop=1]	FFn[pop=1]	FD[pop=1]	FF[pop=1]	H[pop=1]	B[pop=1]	Q[pop=1]	ZnA[pop=1]	Fst[pop=1]	Kw[pop=1]	Hw[pop=1]	R2[pop=1]	S[pop=1]	piw[pop=1]	pib[pop=1]	ThetaW[pop=1]	ThetaT[pop=1]	ThetaFW[pop=1]	D_Dmin[pop=1]	H_norm[pop=1]	maxhap[pop=1]	maxhap1[pop=1]	Rm[pop=1]	ThetaFL[pop=1]	ThetaL[pop=1]	ZengE[pop=1]	EW[pop=1]	Fstw[pop=1]	minuiHS[pop=1]	maxuiHS[pop=1]	maxliES[pop=1]	fixoutg[pop=1]	KoutgJC[pop=1]	ThetaWA[pop=1]	ThetaWAn[pop=1]	ThetaTA[pop=1]	ThetaTAn[pop=1]	AchY[pop=1]	AchYn[pop=1]	msdev[pop=1]	mskew[pop=1]	mkurt[pop=1]	ragg[pop=1]	ZnS[pop=1]	ZZ[pop=1]	nmhits[pop=1]	
20	0.000262	0.064488	827.900582	4.203253	1.480706	0.067973	0.067973	0.067973	0.067973	0.067973	0.036844	0.036844	0.036844	0.036844	0.036844	0.023165	-1.96969	-5.14326	-2.30808	-2.29705	-2.62582	-2.56131	0.242424	0.0833333	0.153846	0.092562	na	9	0.909091	0.0838999	13	2.30303	0	4.30481	2.30303	2.06061	-0.936223	0.0930646	0.333333	na	0	11	2.18182	-1.63536	0.166667	na	na	na	na	291	372.539	0.990159	0.518412	0.563636	0.37037	-2.01793	-1.30568	1.53893	0.671325	-0.10931	0.0491276	0.109981	-0.0174189	4	11	1	0	0	0	0	0	0	0	0	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	11	0	na	0	na	na	na	na	304	390.923	na	na	na	na	na	na	na	na	na	0	na	0	0	
21	0.034118	0.027787	137.639440	7.222833	0.817048	0.054253	0.054253	0.054253	0.054253	0.054253	0.031977	0.031977	0.031977	0.031977	0.031977	0.039435	-0.454952	3.83138	0.266613	0.078739	0.817273	0.441185	-106.242	0.52648	0.546584	0.652181	na	10	0.954545	0.146468	322	96.3333	0	106.627	96.3333	202.576	-0.194363	-1.99645	0.25	na	5	66	149.455	1.8635	0.125	na	na	na	na	164	385.864	126.74	116.124	102.4	97.7778	-1.18507	-1.14622	90.135	0.415388	-1.29967	0.0300735	0.377146	0.275035	111	66	85	34	3	0	0	0	10	58	34	32	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	66	0	na	0	na	na	na	na	486	788.576	na	na	na	na	na	na	na	na	na	0	na	0	0	
22	0.004825	0.002312	0.485667	11.891696	2.747685	0.055167	0.055167	0.055167	0.055167	0.055167	0.025313	0.025313	0.025313	0.025313	0.025313	0.073354	-1.14053	-0.475656	-1.32974	-1.3184	-1.42122	-1.40617	0.151515	na	na	na	na	2	0.166667	0.276385	1	0.166667	0	0.331139	0.166667	0.0151515	-1	0.338215	0.916667	na	0	1	0.0909091	-0.90177	0.847222	na	na	na	na	457	709.401	0	0	0	0	na	na	0.375534	1.83073	1.25744	0.694444	na	0	0	1	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	1	0	na	0	na	na	na	na	458	711.786	na	na	na	na	na	na	na	na	na	0	na	0	0	
23	0.008809	0.069629	3.594962	7.288152	0.570667	0.030456	0.030456	0.030456	0.030456	0.030456	0.007806	0.007806	0.007806	0.007806	0.007806	0.048940	-1.52733	-3.44103	-1.53109	-1.57923	-1.8699	-1.86191	0.848485	0	0	0.0132231	na	6	0.681818	0.0990311	5	0.969697	0	1.6557	0.969697	0.121212	-0.834181	0.683972	0.583333	na	0	4	0.545455	-1.65025	0.375	na	na	na	na	126	138.667	0.49508	0.518412	0.363636	0.37037	-1.04116	-1.30568	0.84069	0.538796	-0.384587	0.112259	0.0558678	-0.0426446	0	4	1	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	4	0	na	0	na	na	na	na	131	144.11	na	na	na	na	na	na	na	na	na	0	na	0	0	
24	0.002434	0.090338	20.839309	3.149221	0.673137	0.059308	0.059308	0.059308	0.059308	0.059308	0.015265	0.015265	0.015265	0.015265	0.015265	0.053592	-0.86935	-1.60723	-1.32028	-1.24438	-1.68767	-1.53577	0.515152	0.166667	0.285714	0.18595	na	6	0.818182	0.114714	7	1.80303	0	2.31797	1.80303	1.28788	-0.447269	0.323919	0.333333	na	0	5	1.54545	-0.921945	0.25	na	na	na	na	111	121.886	0.990159	1.03682	1.16364	1.18519	0.820741	0.783529	1.16645	-0.0823319	-0.881558	0.094123	0.120425	0.0655254	1	5	0	0	1	0	0	0	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	5	0	na	0	na	na	na	na	118	128.494	na	na	na	na	na	na	na	na	na	0	na	0	0	
25	0.104621	0.097866	0.404140	8.241082	0.106219	0.024642	0.024642	0.024642	0.024642	0.024642	0.009689	0.009689	0.009689	0.009689	0.009689	0.044995	0.0681666	-2.53199	-0.324835	-0.231032	-0.0103146	0.0120018	-0.484848	0.125	0.222222	0.219918	na	8	0.893939	0.141374	9	3.0303	0	2.98025	3.0303	3.51515	0.0338115	-0.250916	0.333333	na	0	3	3.27273	0.29384	0.180556	na	na	na	na	166	191.734	2.97048	2.59206	3.03636	2.88889	0.122853	0.729196	1.8311	-0.0460353	-0.972679	0.0502755	0.184687	0.0352316	0	3	0	2	1	1	0	1	0	0	0	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	3	0	na	0	na	na	na	na	175	199.541	na	na	na	na	na	na	na	na	na	0	na	0	0	
26	0.863728	0.007187	196.538413	9.361422	3.722437	0.038895	0.038895	0.038895	0.038895	0.038895	0.008129	0.008129	0.008129	0.008129	0.008129	0.031359	-1.41437	1.80629	-1.26886	-1.35585	-1.8186	-1.78018	50.5758	0.0512821	0.0792839	0.100739	na	11	0.984848	0.0683283	391	90.6515	0	129.475	90.6515	40.0758	-0.603711	0.784046	0.166667	na	51	239	65.3636	-2.30553	0.0972222	na	na	na	na	45	113.102	75.2521	74.6513	60.9818	60.4815	-1.16785	-1.3745	12.9538	-5.31274	36.3298	0.0346648	0.100042	0.000697184	105	239	97	29	7	3	2	1	0	1	4	8	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	239	0	na	0	na	na	na	na	436	656.565	na	na	na	na	na	na	na	na	na	0	na	0	0	
27	0.006197	0.003529	10.367396	8.282255	9.720423	0.066073	0.066073	0.066073	0.066073	0.066073	0.007576	0.007576	0.007576	0.007576	0.007576	0.056174	na	na	na	na	na	na	0	na	na	na	na	1	0	na	0	0	0	0	0	0	na	na	1	na	0	0	0	na	1	na	na	na	na	126	138.065	0	0	0	0	na	na	0	na	na	0.0346648	na	0	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	0	0	na	0	na	na	na	na	126	138.065	na	na	na	na	na	na	na	na	na	0	na	0	0	
28	0.000118	0.038241	286.064430	4.976298	0.496412	0.002446	0.002446	0.002446	0.002446	0.002446	0.000265	0.000265	0.000265	0.000265	0.000265	0.071179	na	na	na	na	na	na	0	na	na	na	na	1	0	na	0	0	0	0	0	0	na	na	1	na	0	0	0	na	1	na	na	na	na	4	4.0108	0	0	0	0	na	na	0	na	na	0.0346648	na	0	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	0	0	na	0	na	na	na	na	4	4.0108	na	na	na	na	na	na	na	na	na	0	na	0	0	
29	0.782779	0.090662	0.124253	6.045682	0.328276	0.037825	0.037825	0.037825	0.037825	0.037825	0.014915	0.014915	0.014915	0.014915	0.014915	0.035157	-1.35844	-2.64889	-1.36005	-1.40665	-1.84143	-1.78935	2.39394	0.166667	0.307692	0.178696	na	8	0.893939	0.118204	13	2.92424	0	4.30481	2.92424	0.530303	-0.645685	0.919013	0.333333	na	0	9	1.72727	-1.9855	0.180556	na	na	na	na	154	174.569	1.98032	2.07365	1.70909	1.74074	-0.723467	-0.993524	2.04044	0.643442	-0.168865	0.03191	0.183641	-0.00494455	2	9	2	2	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	9	0	na	0	na	na	na	na	167	189.15	na	na	na	na	na	na	na	na	na	0	na	0	0	
30	0.000157	0.092946	49.502101	6.746674	9.114613	0.037406	0.037406	0.037406	0.037406	0.037406	0.042338	0.042338	0.042338	0.042338	0.042338	0.071797	-0.887921	-0.0112299	-0.70554	-0.779676	-0.777039	-0.850738	-1.06061	0.111111	0.157895	0.178574	na	7	0.909091	0.126484	19	5.01515	0	6.29165	5.01515	6.07576	-0.408481	-0.294506	0.25	na	1	9	5.54545	-0.429353	0.166667	na	na	na	na	438	673.901	4.9508	4.66571	4.21818	4.09259	-0.85433	-0.826509	2.56301	-0.0682327	-0.0168021	0.257576	0.173586	0.0049876	6	9	3	2	1	1	0	0	0	0	2	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	9	0	na	0	na	na	na	na	457	709.185	na	na	na	na	na	na	na	na	na	0	na	0	0	
31	0.094033	0.041735	38.691371	9.758768	0.210870	0.053847	0.053847	0.053847	0.053847	0.053847	0.051146	0.051146	0.051146	0.051146	0.051146	0.037981	0.897796	4.67918	0.808377	0.862882	1.17123	1.14223	-31.6364	0.266272	0.345133	0.448607	na	10	0.969697	0.186163	339	133.636	0	112.256	133.636	165.273	0.383458	-0.564962	0.166667	na	41	51	149.455	1.53894	0.111111	na	na	na	na	161	380.839	142.583	142.563	150.164	150.296	0.328183	0.393781	54.1547	-0.610163	-0.366739	0.0413223	0.190251	0.258357	361	51	38	53	26	42	25	24	33	21	13	13	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	51	0	na	0	na	na	na	na	500	830.168	na	na	na	na	na	na	na	na	na	0	na	0	0	
32	0.125805	0.077508	4.489214	2.486932	0.194070	0.018449	0.018449	0.018449	0.018449	0.018449	0.002231	0.002231	0.002231	0.002231	0.002231	0.051812	1.38475	-0.696609	1.16802	1.26658	1.29613	1.38775	-0.030303	0.166667	0.307692	0.37473	na	8	0.893939	0.214344	13	5.71212	0	4.30481	5.71212	5.74242	0.658193	-0.0116331	0.333333	na	4	1	5.72727	1.09573	0.180556	na	na	na	na	4	9.30804	5.94095	6.22094	6.65455	6.77778	0.701074	0.613554	3.29459	-0.0541722	-0.870709	0.085629	0.286084	0.0886462	0	1	3	0	1	2	2	3	0	1	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	1	0	na	0	na	na	na	na	17	17.1974	na	na	na	na	na	na	na	na	na	0	na	0	0	
33	0.005481	0.054049	31.953531	9.029320	0.233055	0.050386	0.050386	0.050386	0.050386	0.050386	0.007928	0.007928	0.007928	0.007928	0.007928	0.073942	-1.62929	-0.61396	-1.95374	-1.92909	-1.12276	-1.30486	-1.36364	0.5	0.666667	0.504132	na	3	0.318182	0.198373	3	0.5	0	0.993418	0.5	1.86364	-1	-1.56142	0.833333	na	0	2	1.18182	0.382789	0.708333	na	na	na	na	148	166.393	0.49508	0	0.2	0	-2.33733	na	0.808608	1.35036	0.422047	0.304178	0.338843	0.165289	0	2	0	0	0	0	0	0	0	0	0	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	2	0	na	0	na	na	na	na	151	168.795	na	na	na	na	na	na	na	na	na	0	na	0	0	
34	0.219334	0.097348	496.538360	2.334191	0.339577	0.033776	0.033776	0.033776	0.033776	0.033776	0.025582	0.025582	0.025582	0.025582	0.025582	0.071753	0.00755581	1.55347	0.0121237	0.0113214	-0.0413523	-0.027443	22.303	0.199153	0.28692	0.294967	na	11	0.984848	0.138783	237	78.6061	0	78.48	78.6061	56.303	0.00323376	0.567411	0.166667	na	15	80	67.4545	-0.647133	0.0972222	na	na	na	na	44	114.17	77.7275	78.7986	78.3273	78.7593	0.0475291	-0.00361639	24.355	-1.82664	3.15856	0.0227273	0.145553	0.149414	33	80	31	51	30	14	6	7	3	7	3	5	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	80	0	na	0	na	na	na	na	281	352.989	na	na	na	na	na	na	na	na	na	0	na	0	0	
35	0.083492	0.050059	0.154327	7.150256	1.019201	0.004846	0.004846	0.004846	0.004846	0.004846	0.006081	0.006081	0.006081	0.006081	0.006081	0.002174	-0.248047	1.38437	0.972946	0.68752	0.946685	0.681141	0.484848	1	1	1	na	2	0.30303	0.151515	2	0.606061	0	0.662279	0.606061	0.121212	-0.170904	0.718845	0.833333	na	0	0	0.363636	-0.766722	0.722222	na	na	na	na	90	96.3125	0.990159	1.03682	0.727273	0.740741	-1.24375	-1.56368	0.92618	0.87726	-1.32578	0.485767	1	0	0	0	2	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	0	0	na	0	na	na	na	na	92	98.2122	na	na	na	na	na	na	na	na	na	0	na	0	0	
36	0.095500	0.087710	0.167172	3.106383	4.807940	0.025268	0.025268	0.025268	0.025268	0.025268	0.006501	0.006501	0.006501	0.006501	0.006501	0.016798	0.61601	0.546347	-0.0096241	0.157478	0.28763	0.398988	-1.09091	0.1	0.181818	0.317138	na	6	0.848485	0.173554	11	4.18182	0	3.64253	4.18182	5.27273	0.29808	-0.480591	0.333333	na	1	3	4.72727	0.944702	0.222222	na	na	na	na	37	42.5271	3.96064	3.62888	4.41818	4.2963	0.656394	1.21252	2.63064	-0.386728	-1.33019	0.0587695	0.266773	0.0503649	0	3	1	0	0	2	2	2	0	0	0	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	3	0	na	0	na	na	na	na	48	49.6201	na	na	na	na	na	na	na	na	na	0	na	0	0	
37	0.004844	0.016067	2.000138	10.435531	0.137788	0.037813	0.037813	0.037813	0.037813	0.037813	0.003951	0.003951	0.003951	0.003951	0.003951	0.064546	-1.14053	-0.475656	-1.32974	-1.3184	-1.42122	-1.40617	0.151515	na	na	na	na	2	0.166667	0.276385	1	0.166667	0	0.331139	0.166667	0.0151515	-1	0.338215	0.916667	na	0	1	0.0909091	-0.90177	0.847222	na	na	na	na	82	86.98	0	0	0	0	na	na	0.375534	1.83073	1.25744	0.694444	na	0	0	1	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	1	0	na	0	na	na	na	na	83	88.0111	na	na	na	na	na	na	na	na	na	0	na	0	0	
38	0.015272	0.088739	555.488789	7.539000	1.452082	0.024936	0.024936	0.024936	0.024936	0.024936	0.025179	0.025179	0.025179	0.025179	0.025179	0.064934	-1.13201	-1.70989	-0.375161	-0.590541	0.28763	-0.11765	-1.42424	0.1	0.181818	0.118744	na	7	0.878788	0.107674	11	2.65152	0	3.64253	2.65152	4.07576	-0.547766	-0.627438	0.333333	na	0	3	3.36364	-0.242891	0.194444	na	na	na	na	331	443.653	3.96064	3.11047	2.58182	2.22222	-1.97805	-1.85508	1.90136	0.368053	-0.897805	0.0390266	0.178987	-0.0602434	7	3	6	0	0	0	0	0	0	0	0	2	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	3	0	na	0	na	na	na	na	342	458.175	na	na	na	na	na	na	na	na	na	0	na	0	0	
39	0.065941	0.017746	4.362368	10.017186	4.533685	0.065152	0.065152	0.065152	0.065152	0.065152	0.010896	0.010896	0.010896	0.010896	0.010896	0.009772	0.261145	3.75278	0.927038	0.779315	1.29675	1.03228	-6.84848	0.24	0.372549	0.38657	na	7	0.772727	0.164141	51	17.8485	0	16.8881	17.8485	24.697	0.114493	-0.772937	0.5	na	2	6	21.2727	1.09321	0.291667	na	na	na	na	158	202.818	22.2786	22.2917	20.2182	20.1852	-0.563095	-0.67597	13.3972	-0.442861	-1.67939	0.0713958	0.348551	0.0380188	10	6	20	3	0	2	0	7	5	2	4	2	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	6	0	na	0	na	na	na	na	209	245.398	na	na	na	na	na	na	na	na	na	0	na	0	0	
40	0.000250	0.033949	0.107097	11.369775	0.345682	0.020249	0.020249	0.020249	0.020249	0.020249	0.003528	0.003528	0.003528	0.003528	0.003528	0.048695	0.540555	0.73482	0.752024	0.719129	0.703619	0.690299	0.272727	na	na	na	na	2	0.409091	0.204545	1	0.409091	0	0.331139	0.409091	0.136364	0.473949	0.608787	0.75	na	0	0	0.272727	-0.219265	0.625	na	na	na	na	65	68.2937	0.49508	0.518412	0.490909	0.5	-0.0330344	-0.162387	0.495434	0.378456	-1.95244	0.349174	na	0	0	0	0	1	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	0	0	na	0	na	na	na	na	66	69.1163	na	na	na	na	na	na	na	na	na	0	na	0	0	
41	0.008348	0.028581	0.375837	6.147534	3.008180	0.051072	0.051072	0.051072	0.051072	0.051072	0.043324	0.043324	0.043324	0.043324	0.043324	0.053521	0.949467	-0.668486	0.429896	0.586586	0.389783	0.586767	-2.0303	0.363636	0.441176	0.455666	na	10	0.969697	0.181112	34	13.6212	0	11.2587	13.6212	15.6515	0.422469	-0.334402	0.166667	na	2	9	14.6364	1.20183	0.111111	na	na	na	na	404	612.918	12.377	12.9603	14.5455	14.8148	1.05331	1.01111	9.79602	-0.0926782	-1.85265	0.0165289	0.38417	0.0714967	7	9	2	3	0	3	1	12	2	2	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	9	0	na	0	na	na	na	na	438	661.419	na	na	na	na	na	na	na	na	na	0	na	0	0	
42	0.009931	0.082608	102.237353	2.027514	1.088195	0.022070	0.022070	0.022070	0.022070	0.022070	0.043012	0.043012	0.043012	0.043012	0.043012	0.034379	-1.63751	-4.50957	-1.79252	-1.81484	-2.13581	-2.08947	1.54545	0.137931	0.233333	0.182075	na	11	0.984848	0.0716473	30	6.31818	0	9.93418	6.31818	4.77273	-0.732847	0.285448	0.166667	na	0	21	5.54545	-1.73717	0.0972222	na	na	na	na	170	199.65	4.45572	3.62888	3.38182	3.03704	-1.38154	-1.07523	2.32815	-0.119978	0.220402	0.0273186	0.104887	0.0771878	4	21	5	0	2	0	0	0	0	0	0	2	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	21	0	na	0	na	na	na	na	200	232.981	na	na	na	na	na	na	na	na	na	0	na	0	0	
43	0.285941	0.035591	0.226096	9.689299	1.659381	0.004030	0.004030	0.004030	0.004030	0.004030	0.002278	0.002278	0.002278	0.002278	0.002278	0.017989	-0.849715	-0.724551	-0.373719	-0.507046	-0.482752	-0.595998	0.393939	0	0	0.454545	na	3	0.318182	0.157596	2	0.469697	0	0.662279	0.469697	0.0757576	-0.585452	0.584062	0.833333	na	0	1	0.272727	-1.00012	0.708333	na	na	na	na	41	42.4389	0.49508	0.518412	0.363636	0.37037	-1.04116	-1.30568	0.748736	1.24031	-0.127825	0.293159	0.454545	0	0	1	1	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	1	0	na	0	na	na	na	na	43	44.294	na	na	na	na	na	na	na	na	na	0	na	0	0	
44	0.241004	0.035941	7.023890	9.636163	3.901114	0.040280	0.040280	0.040280	0.040280	0.040280	0.010419	0.010419	0.010419	0.010419	0.010419	0.020159	0.981901	3.48405	0.857704	0.92327	1.27311	1.24456	-17.9697	0.411215	0.509259	0.600154	na	9	0.909091	0.189118	108	43.2879	0	35.763	43.2879	61.2576	0.423623	-0.987615	0.333333	na	7	14	52.2727	2.0611	0.166667	na	na	na	na	144	222.003	46.5375	46.1387	49.1455	49.037	0.344095	0.453418	22.2453	-0.705248	-0.861397	0.0587695	0.252089	0.348065	16	14	12	9	7	13	21	6	6	4	11	5	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	14	0	na	0	na	na	na	na	252	307.764	na	na	na	na	na	na	na	na	na	0	na	0	0	
45	0.002844	0.094854	0.256168	4.398551	8.611820	0.070739	0.070739	0.070739	0.070739	0.070739	0.041196	0.041196	0.041196	0.041196	0.041196	0.001109	-0.360956	-0.668905	-0.255634	-0.29309	-0.490135	-0.475507	1.18182	0	0	0.0498579	na	8	0.924242	0.126928	19	5.77273	0	6.29165	5.77273	4.59091	-0.166055	0.328164	0.25	na	0	8	5.18182	-0.638587	0.152778	na	na	na	na	316	419.82	5.44588	5.70253	5.32727	5.42593	-0.126482	-0.330785	2.54072	-0.996502	-0.167451	0.153581	0.153368	-0.10351	6	8	3	3	0	3	0	0	0	1	1	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	8	0	na	0	na	na	na	na	335	445.32	na	na	na	na	na	na	na	na	na	0	na	0	0	
46	0.020741	0.070671	0.169179	6.289857	0.218312	0.020100	0.020100	0.020100	0.020100	0.020100	0.013767	0.013767	0.013767	0.013767	0.013767	0.017818	-0.98759	-2.74085	-0.833171	-0.900513	-1.07226	-1.09853	0.969697	0	0	0.158678	na	6	0.757576	0.112121	5	1.21212	0	1.6557	1.21212	0.242424	-0.539391	0.781682	0.5	na	0	3	0.727273	-1.38	0.305556	na	na	na	na	146	163.376	0.990159	1.03682	0.854545	0.87037	-0.641604	-0.879076	0.92012	0.292276	-0.795158	0.112029	0.0770248	0.0816529	1	3	1	1	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	3	0	na	0	na	na	na	na	151	168.795	na	na	na	na	na	na	na	na	na	0	na	0	0	
47	0.639510	0.088064	1.110560	2.937062	0.246014	0.074362	0.074362	0.074362	0.074362	0.074362	0.070106	0.070106	0.070106	0.070106	0.070106	0.037173	0.181904	-0.299278	0.719992	0.599413	0.93999	0.743151	-13.9697	0.256098	0.325301	0.385245	na	11	0.984848	0.156495	83	28.5606	0	27.4846	28.5606	42.5303	0.0788241	-0.990604	0.166667	na	6	15	35.5455	1.28805	0.0972222	na	na	na	na	281	407.318	33.6654	34.2152	31.2727	31.4444	-0.435098	-0.58278	14.2798	-0.384945	-0.906226	0.0337466	0.216835	0.16841	25	15	20	7	6	3	8	2	1	6	13	2	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	15	0	na	0	na	na	na	na	364	500.086	na	na	na	na	na	na	na	na	na	0	na	0	0	
48	0.003695	0.067034	0.212295	4.406377	0.996229	0.012437	0.012437	0.012437	0.012437	0.012437	0.005090	0.005090	0.005090	0.005090	0.005090	0.036371	-1.3042	-2.03189	-1.32028	-1.35966	-1.68767	-1.65951	1.27273	0	0	0.0189164	na	6	0.80303	0.133236	7	1.54545	0	2.31797	1.54545	0.272727	-0.670994	0.80027	0.416667	na	0	5	0.909091	-1.6814	0.263889	na	na	na	na	43	45.1791	0.990159	1.03682	0.854545	0.87037	-0.641604	-0.879076	1.25492	0.736842	-0.231796	0.0952709	0.18111	-0.162193	0	5	1	1	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	5	0	na	0	na	na	na	na	50	51.7613	na	na	na	na	na	na	na	na	na	0	na	0	0	
49	0.706511	0.025963	0.259711	7.351743	0.679521	0.013730	0.013730	0.013730	0.013730	0.013730	0.002386	0.002386	0.002386	0.002386	0.002386	0.001653	-1.89423	0.685702	-2.31814	-2.28178	-0.711903	-1.07732	-4.54545	0.6	0.666667	0.603306	na	3	0.318182	0.23074	6	1	0	1.98684	1	5.54545	-1	-3.20825	0.833333	na	0	3	3.27273	1.69951	0.708333	na	na	na	na	34	37.9527	1.48524	0	0.6	0	-3.01491	na	1.88108	1.71617	1.07916	0.350092	0.669421	-0.0661157	0	3	0	0	0	0	0	0	0	0	0	3	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	3	0	na	0	na	na	na	na	40	41.1166	na	na	na	na	na	na	na	na	na	0	na	0	0	
50	0.001241	0.036184	14.689044	7.113318	0.170329	0.064356	0.064356	0.064356	0.064356	0.064356	0.008789	0.008789	0.008789	0.008789	0.008789	0.032112	na	na	na	na	na	na	0	na	na	na	na	1	0	na	0	0	0	0	0	0	na	na	1	na	0	0	0	na	1	na	na	na	na	108	116.701	0	0	0	0	na	na	0	na	na	0.350092	na	0	1	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	0	0	na	0	na	na	na	na	108	116.701	na	na	na	na	na	na	na	na	na	0	na	0	0	
