mlcoalsim version 1.9916b (20190520)
n_iter	prior[001]	prior[002]	prior[003]	prior[004]	prior[005]	prior[006]	prior[007]	prior[008]	prior[009]	prior[010]	prior[011]	prior[012]	prior[013]	prior[014]	prior[015]	prior[016]	TD[pop=0]	Fs[pop=0]	FDn[pop=0]	FFn[pop=0]	FD[pop=0]	FF[pop=0]	H[pop=0]	B[pop=0]	Q[pop=0]	ZnA[pop=0]	Fst[pop=0]	Kw[pop=0]	Hw[pop=0]	R2[pop=0]	S[pop=0]	piw[pop=0]	pib[pop=0]	ThetaW[pop=0]	ThetaT[pop=0]	ThetaFW[pop=0]	D_Dmin[pop=0]	H_norm[pop=0]	maxhap[pop=0]	maxhap1[pop=0]	Rm[pop=0]	ThetaFL[pop=0]	ThetaL[pop=0]	ZengE[pop=0]	EW[pop=0]	Fstw[pop=0]	minuiHS[pop=0]	maxuiHS[pop=0]	maxliES[pop=0]	fixoutg[pop=0]	KoutgJC[pop=0]	ThetaWA[pop=0]	ThetaWAn[pop=0]	ThetaTA[pop=0]	ThetaTAn[pop=0]	AchY[pop=0]	AchYn[pop=0]	msdev[pop=0]	mskew[pop=0]	mkurt[pop=0]	ragg[pop=0]	ZnS[pop=0]	ZZ[pop=0]	nmhits[pop=0]	fr[pop=0,1]	fr[pop=0,2]	fr[pop=0,3]	fr[pop=0,4]	fr[pop=0,5]	fr[pop=0,6]	fr[pop=0,7]	fr[pop=0,8]	fr[pop=0,9]	fr[pop=0,10]	fr[pop=0,11]	TD[pop=1]	Fs[pop=1]	FDn[pop=1]	FFn[pop=1]	FD[pop=1]	FF[pop=1]	H[pop=1]	B[pop=1]	Q[pop=1]	ZnA[pop=1]	Fst[pop=1]	Kw[pop=1]	Hw[pop=1]	R2[pop=1]	S[pop=1]	piw[pop=1]	pib[pop=1]	ThetaW[pop=1]	ThetaT[pop=1]	ThetaFW[pop=1]	D_Dmin[pop=1]	H_norm[pop=1]	maxhap[pop=1]	maxhap1[pop=1]	Rm[pop=1]	ThetaFL[pop=1]	ThetaL[pop=1]	ZengE[pop=1]	EW[pop=1]	Fstw[pop=1]	minuiHS[pop=1]	maxuiHS[pop=1]	maxliES[pop=1]	fixoutg[pop=1]	KoutgJC[pop=1]	ThetaWA[pop=1]	ThetaWAn[pop=1]	ThetaTA[pop=1]	ThetaTAn[pop=1]	AchY[pop=1]	AchYn[pop=1]	msdev[pop=1]	mskew[pop=1]	mkurt[pop=1]	ragg[pop=1]	ZnS[pop=1]	ZZ[pop=1]	nmhits[pop=1]	
51	0.122572	0.009062	65.704897	7.592289	0.462662	0.049261	0.049261	0.049261	0.049261	0.049261	0.006730	0.006730	0.006730	0.006730	0.006730	0.048479	-0.0497508	2.80686	0.218442	0.153075	0.20663	0.133323	25.8485	0.0932642	0.139175	0.213863	na	10	0.969697	0.141726	194	63.5606	0	64.241	63.5606	37.7121	-0.0213244	0.801005	0.166667	na	25	58	50.6364	-0.969727	0.111111	na	na	na	na	39	90.7366	67.3308	68.9488	64.6727	65.2593	-0.242987	-0.387322	19.2531	-1.7847	3.43283	0.0408632	0.14809	0.0657729	24	58	55	29	17	12	8	5	5	2	0	3	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	58	0	na	0	na	na	na	na	233	279.56	na	na	na	na	na	na	na	na	na	0	na	0	0	
52	0.000292	0.025454	35.976468	4.831295	0.280346	0.017473	0.017473	0.017473	0.017473	0.017473	0.032835	0.032835	0.032835	0.032835	0.032835	0.013706	-1.45138	0.431832	-1.72038	-1.70161	-1.91219	-1.87314	0.30303	1	1	1	na	2	0.166667	0.276385	2	0.333333	0	0.662279	0.333333	0.030303	-1	0.449278	0.916667	na	0	2	0.181818	-1.23351	0.847222	na	na	na	na	258	317.154	0	0	0	0	na	na	0.751068	1.83073	1.25744	0.694444	1	0	3	2	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	2	0	na	0	na	na	na	na	260	319.968	na	na	na	na	na	na	na	na	na	0	na	0	0	
53	0.000360	0.008536	0.118120	11.550693	0.418601	0.019410	0.019410	0.019410	0.019410	0.019410	0.009320	0.009320	0.009320	0.009320	0.009320	0.061574	na	na	na	na	na	na	0	na	na	na	na	1	0	na	0	0	0	0	0	0	na	na	1	na	0	0	0	na	1	na	na	na	na	222	263.707	0	0	0	0	na	na	0	na	na	0.694444	na	0	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	0	0	na	0	na	na	na	na	222	263.707	na	na	na	na	na	na	na	na	na	0	na	0	0	
54	0.015590	0.032348	101.562938	8.028306	0.186800	0.019633	0.019633	0.019633	0.019633	0.019633	0.002115	0.002115	0.002115	0.002115	0.002115	0.047294	-1.83094	-1.00833	-2.22902	-2.19583	-1.8699	-1.94569	-1.06061	0.5	0.6	0.504132	na	4	0.454545	0.172401	5	0.833333	0	1.6557	0.833333	1.89394	-1	-0.854964	0.75	na	0	4	1.36364	-0.434115	0.583333	na	na	na	na	34	36.1133	0.49508	0	0.2	0	-2.33733	na	1.17124	1.34184	0.498297	0.174013	0.305785	0.198347	0	4	0	0	0	0	0	0	0	0	0	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	4	0	na	0	na	na	na	na	39	40.0605	na	na	na	na	na	na	na	na	na	0	na	0	0	
55	0.003706	0.041711	1.118791	4.159448	2.413559	0.062873	0.062873	0.062873	0.062873	0.062873	0.012744	0.012744	0.012744	0.012744	0.012744	0.070490	-1.52733	-0.684936	-1.53109	-1.57923	-1.8699	-1.86191	0.848485	0.5	0.6	0.509091	na	4	0.560606	0.172648	5	0.969697	0	1.6557	0.969697	0.121212	-0.834181	0.683972	0.666667	na	0	4	0.545455	-1.65025	0.486111	na	na	na	na	94	101.071	0.49508	0.518412	0.363636	0.37037	-1.04116	-1.30568	1.1763	1.22993	0.419897	0.139807	0.309752	0.199339	0	4	1	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	4	0	na	0	na	na	na	na	99	106.244	na	na	na	na	na	na	na	na	na	0	na	0	0	
56	0.000887	0.097115	21.495791	4.959470	3.259711	0.016485	0.016485	0.016485	0.016485	0.016485	0.002648	0.002648	0.002648	0.002648	0.002648	0.002410	-0.683986	-2.42327	-0.135248	-0.283906	-0.274629	-0.40031	1.06061	0	0	0.163636	na	6	0.818182	0.12594	5	1.34848	0	1.6557	1.34848	0.287879	-0.373572	0.854964	0.416667	na	0	2	0.818182	-1.24487	0.25	na	na	na	na	20	21.0452	1.48524	1.55524	1.21818	1.24074	-0.909531	-1.19732	0.919739	0.218655	-0.787114	0.149219	0.0848264	0.0788099	0	2	2	1	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	2	0	na	0	na	na	na	na	25	25.4301	na	na	na	na	na	na	na	na	na	0	na	0	0	
57	0.001303	0.068875	25.601975	3.654988	0.339385	0.010137	0.010137	0.010137	0.010137	0.010137	0.008504	0.008504	0.008504	0.008504	0.008504	0.031757	-1.22373	-3.02222	-0.833171	-0.962618	-1.07226	-1.16369	0.939394	0	0	0.0157025	na	6	0.757576	0.105703	5	1.10606	0	1.6557	1.10606	0.166667	-0.668361	0.757254	0.5	na	0	3	0.636364	-1.51512	0.305556	na	na	na	na	66	69.7567	0.990159	1.03682	0.727273	0.740741	-1.24375	-1.56368	0.843596	0.428194	-0.396461	0.162075	0.0610248	-0.0453223	0	3	2	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	3	0	na	0	na	na	na	na	71	74.6239	na	na	na	na	na	na	na	na	na	0	na	0	0	
58	0.000290	0.022003	127.183742	7.102495	0.432159	0.060376	0.060376	0.060376	0.060376	0.060376	0.023911	0.023911	0.023911	0.023911	0.023911	0.007016	-1.74687	-2.98039	-2.11272	-2.08337	-1.55257	-1.67501	-1.21212	0	0	0.00826446	na	5	0.575758	0.117851	4	0.666667	0	1.32456	0.666667	1.87879	-1	-1.14329	0.666667	na	0	3	1.27273	-0.0885571	0.472222	na	na	na	na	272	340.5	0.49508	0	0.2	0	-2.33733	na	0.640513	0.429344	-0.723028	0.238751	0.00826446	0	1	3	0	0	0	0	0	0	0	0	0	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	3	0	na	0	na	na	na	na	276	344.993	na	na	na	na	na	na	na	na	na	0	na	0	0	
59	0.019954	0.095035	0.171124	2.974959	1.595189	0.061629	0.061629	0.061629	0.061629	0.061629	0.020225	0.020225	0.020225	0.020225	0.020225	0.041938	-0.687534	-2.58208	-0.320607	-0.430646	0.0987753	-0.134967	-1.63636	0.133333	0.25	0.206351	na	9	0.939394	0.113174	16	4.45455	0	5.29823	4.45455	6.09091	-0.320602	-0.527133	0.25	na	1	5	5.27273	-0.0167827	0.138889	na	na	na	na	140	161.096	5.44588	4.66571	4.34545	4.01852	-1.17352	-0.933335	2.42539	-0.039591	-0.523007	0.0289256	0.151083	0.0552681	0	5	6	0	0	2	0	0	0	1	0	2	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	5	0	na	0	na	na	na	na	156	175.096	na	na	na	na	na	na	na	na	na	0	na	0	0	
60	0.075454	0.068525	92.684828	4.491083	0.964624	0.055161	0.055161	0.055161	0.055161	0.055161	0.106023	0.106023	0.106023	0.106023	0.106023	0.020000	-1.8145	5.21454	-1.78495	-1.8593	-0.496135	-0.95612	-223.515	0.877384	0.880435	0.893189	na	9	0.954545	0.199307	368	74.9697	0	121.859	74.9697	298.485	-0.774702	-3.67971	0.166667	na	5	150	186.727	2.47593	0.125	na	na	na	na	203	520.282	107.927	49.2491	59.9636	36.0185	-2.74091	-1.94009	125.252	1.64841	0.916315	0.136593	0.712603	0.180587	207	150	47	2	0	1	1	0	0	0	44	123	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	150	0	na	0	na	na	na	na	571	1086.7	na	na	na	na	na	na	na	na	na	0	na	0	0	
61	0.043043	0.054433	3.872729	4.320301	0.786229	0.066370	0.066370	0.066370	0.066370	0.066370	0.074380	0.074380	0.074380	0.074380	0.074380	0.067310	1.00659	6.14032	1.17404	1.17167	1.636	1.51445	-42.6667	0.254098	0.326531	0.422197	na	9	0.954545	0.192168	245	98.4848	0	81.1291	98.4848	141.152	0.430708	-1.0505	0.166667	na	23	19	119.818	2.19862	0.125	na	na	na	na	282	556.739	111.888	113.014	114.382	114.87	0.137484	0.119174	40.5	-0.913906	-0.284881	0.0746097	0.210225	0.211972	95	19	49	10	27	13	47	18	17	4	33	8	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	19	0	na	0	na	na	na	na	527	917.614	na	na	na	na	na	na	na	na	na	0	na	0	0	
62	0.000149	0.075622	73.607913	7.422695	0.296373	0.013781	0.013781	0.013781	0.013781	0.013781	0.004432	0.004432	0.004432	0.004432	0.004432	0.040144	-0.72873	-1.17003	0.0853656	-0.12341	-0.00734185	-0.197706	0.636364	0	0	0.0290909	na	4	0.651515	0.136714	3	0.772727	0	0.993418	0.772727	0.136364	-0.447269	0.728662	0.583333	na	0	1	0.454545	-1.09487	0.402778	na	na	na	na	54	56.5116	0.990159	1.03682	0.727273	0.740741	-1.24375	-1.56368	0.651518	0.263135	-0.74131	0.314279	0.0254545	0.00363636	0	1	2	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	1	0	na	0	na	na	na	na	57	59.3043	na	na	na	na	na	na	na	na	na	0	na	0	0	
63	0.008772	0.072775	743.586128	11.471865	0.110948	0.006046	0.006046	0.006046	0.006046	0.006046	0.001684	0.001684	0.001684	0.001684	0.001684	0.002299	-1.14053	-0.475656	-1.32974	-1.3184	-1.42122	-1.40617	0.151515	na	na	na	na	2	0.166667	0.276385	1	0.166667	0	0.331139	0.166667	0.0151515	-1	0.338215	0.916667	na	0	1	0.0909091	-0.90177	0.847222	na	na	na	na	41	42.2624	0	0	0	0	na	na	0.375534	1.83073	1.25744	0.694444	na	0	0	1	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	1	0	na	0	na	na	na	na	42	43.2334	na	na	na	na	na	na	na	na	na	0	na	0	0	
64	0.243507	0.022143	322.136912	6.811806	0.771920	0.031623	0.031623	0.031623	0.031623	0.031623	0.017671	0.017671	0.017671	0.017671	0.017671	0.035239	0.196124	6.57074	0.590213	0.504099	0.701086	0.571431	45.1818	0.180124	0.204334	0.280779	na	9	0.954545	0.161355	323	111.409	0	106.958	111.409	66.2273	0.083786	0.846431	0.166667	na	32	72	88.8182	-0.786895	0.125	na	na	na	na	81	183.262	124.265	128.048	119.291	120.685	-0.246985	-0.417284	46.7227	-1.72427	1.34874	0.0365014	0.225456	0.0553229	114	72	87	73	42	16	11	5	3	5	5	4	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	72	0	na	0	na	na	na	na	404	582.927	na	na	na	na	na	na	na	na	na	0	na	0	0	
65	0.006135	0.026905	196.173332	4.581860	2.193545	0.049078	0.049078	0.049078	0.049078	0.049078	0.057461	0.057461	0.057461	0.057461	0.057461	0.030110	-1.53344	-4.06043	-1.759	-1.75946	-1.98175	-1.94676	0.121212	0	0	0.0248297	na	9	0.954545	0.102666	14	2.9697	0	4.63595	2.9697	2.84848	-0.723635	0.0437321	0.166667	na	0	10	2.90909	-1.25832	0.125	na	na	na	na	414	611.21	1.98032	1.55524	1.56364	1.38889	-1.11145	-0.633299	1.84782	0.528514	-0.371659	0.0470615	0.142954	-0.118124	3	10	2	0	0	0	0	1	0	0	0	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	10	0	na	0	na	na	na	na	428	637.461	na	na	na	na	na	na	na	na	na	0	na	0	0	
66	0.003443	0.018985	218.280713	11.802869	4.659906	0.006265	0.006265	0.006265	0.006265	0.006265	0.005712	0.005712	0.005712	0.005712	0.005712	0.072025	na	na	na	na	na	na	0	na	na	na	na	1	0	na	0	0	0	0	0	0	na	na	1	na	0	0	0	na	1	na	na	na	na	156	175.096	0	0	0	0	na	na	0	na	na	0.0470615	na	0	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	0	0	na	0	na	na	na	na	156	175.096	na	na	na	na	na	na	na	na	na	0	na	0	0	
67	0.020496	0.041650	20.224086	5.283826	0.605001	0.029290	0.029290	0.029290	0.029290	0.029290	0.007064	0.007064	0.007064	0.007064	0.007064	0.046937	0.730279	0.367452	1.31897	1.20657	1.58769	1.39474	-11.9394	0.545455	0.642857	0.645807	na	10	0.954545	0.18621	56	21.4848	0	18.5438	21.4848	33.4242	0.319316	-1.23343	0.25	na	2	4	27.4545	2.04252	0.125	na	na	na	na	44	72.5997	25.7441	26.9574	24.9818	25.4444	-0.180682	-0.402676	14.7588	0.133062	-0.905368	0.0264004	0.307936	0.337871	2	4	16	0	9	1	0	1	14	4	7	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	4	0	na	0	na	na	na	na	100	107.399	na	na	na	na	na	na	na	na	na	0	na	0	0	
68	0.000194	0.096944	1.961839	11.793720	0.510442	0.008972	0.008972	0.008972	0.008972	0.008972	0.002178	0.002178	0.002178	0.002178	0.002178	0.005221	-1.45138	-1.32484	-1.72038	-1.70161	-1.91219	-1.87314	0.30303	0	0	0.00826446	na	3	0.318182	0.186339	2	0.333333	0	0.662279	0.333333	0.030303	-1	0.449278	0.833333	na	0	2	0.181818	-1.23351	0.708333	na	na	na	na	45	46.5973	0	0	0	0	na	na	0.50637	1.08616	-0.100595	0.235308	0.00826446	0	0	2	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	2	0	na	0	na	na	na	na	47	48.5518	na	na	na	na	na	na	na	na	na	0	na	0	0	
69	0.001654	0.011659	0.220160	8.282211	1.384944	0.045036	0.045036	0.045036	0.045036	0.045036	0.008146	0.008146	0.008146	0.008146	0.008146	0.071086	-1.62929	-2.12373	-1.95374	-1.92909	-2.23817	-2.17476	0.454545	0	0	0.00826446	na	4	0.454545	0.144338	3	0.5	0	0.993418	0.5	0.0454545	-1	0.520473	0.75	na	0	3	0.272727	-1.46429	0.583333	na	na	na	na	141	156.659	0	0	0	0	na	na	0.588348	0.701115	-0.530919	0.18595	0.00826446	0	0	3	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	3	0	na	0	na	na	na	na	144	160.062	na	na	na	na	na	na	na	na	na	0	na	0	0	
70	0.059998	0.071177	32.441659	6.578945	8.794340	0.071047	0.071047	0.071047	0.071047	0.071047	0.012433	0.012433	0.012433	0.012433	0.012433	0.017067	1.08098	10.1435	0.642397	0.786263	0.941122	1.03597	-11.0606	0.342697	0.391061	0.530431	na	7	0.893939	0.193141	179	72.9242	0	59.2739	72.9242	83.9848	0.463656	-0.37097	0.25	na	5	33	78.4545	1.47772	0.180556	na	na	na	na	85	176.257	72.2816	72.0592	80.9091	80.9815	0.734927	0.896437	48.3434	-0.54749	-1.54193	0.0814968	0.372488	0.157943	17	33	17	5	31	14	26	27	10	5	4	7	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	33	0	na	0	na	na	na	na	264	326.146	na	na	na	na	na	na	na	na	na	0	na	0	0	
71	0.063935	0.007722	3.181392	8.614773	0.892670	0.012263	0.012263	0.012263	0.012263	0.012263	0.005819	0.005819	0.005819	0.005819	0.005819	0.061179	0.850954	1.30733	1.49698	1.37534	1.71275	1.53979	-3.9697	0.384615	0.571429	0.571282	na	6	0.681818	0.198593	14	5.56061	0	4.63595	5.56061	9.5303	0.401568	-1.43223	0.583333	na	2	0	7.54545	2.12008	0.375	na	na	na	na	90	103.845	6.93111	7.25777	6.67273	6.7963	-0.219327	-0.439409	4.43458	-0.210747	-1.704	0.137971	0.418242	0.15304	3	0	3	3	0	0	0	2	3	0	3	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	0	0	na	0	na	na	na	na	104	112.035	na	na	na	na	na	na	na	na	na	0	na	0	0	
72	0.024872	0.073038	1.071375	6.053350	1.281782	0.049851	0.049851	0.049851	0.049851	0.049851	0.012334	0.012334	0.012334	0.012334	0.012334	0.010820	0.221878	-0.272346	-0.0960172	-0.0140064	-0.27265	-0.138329	1.24242	0.25	0.307692	0.294628	na	7	0.863636	0.150475	13	4.5303	0	4.30481	4.5303	3.28788	0.105462	0.476956	0.333333	na	0	5	3.90909	-0.304826	0.208333	na	na	na	na	141	160.785	3.96064	4.14729	4.43636	4.51852	0.682478	0.596864	3.5354	0.0425957	-1.78995	0.0631313	0.331373	-0.0367451	0	5	1	0	5	0	0	0	2	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	5	0	na	0	na	na	na	na	154	172.569	na	na	na	na	na	na	na	na	na	0	na	0	0	
73	0.009634	0.089640	18.867917	9.356778	0.834828	0.003275	0.003275	0.003275	0.003275	0.003275	0.001752	0.001752	0.001752	0.001752	0.001752	0.063861	na	na	na	na	na	na	0	na	na	na	na	1	0	na	0	0	0	0	0	0	na	na	1	na	0	0	0	na	1	na	na	na	na	21	21.3024	0	0	0	0	na	na	0	na	na	0.0631313	na	0	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	0	0	na	0	na	na	na	na	21	21.3024	na	na	na	na	na	na	na	na	na	0	na	0	0	
74	0.222131	0.063594	296.712959	11.326833	2.276849	0.017747	0.017747	0.017747	0.017747	0.017747	0.004765	0.004765	0.004765	0.004765	0.004765	0.013188	-0.476873	5.42568	-0.224006	-0.3015	-0.413803	-0.455982	-2.45455	0.371622	0.436242	0.501132	na	8	0.893939	0.13661	149	44.3182	0	49.3398	44.3182	46.7727	-0.204908	-0.0985535	0.333333	na	4	59	45.5455	-0.348722	0.180556	na	na	na	na	49	96.787	44.5572	45.6202	41.3818	41.7407	-0.437421	-0.61374	32.9429	-0.279524	-1.49043	0.0580808	0.266841	0.234291	17	59	35	14	4	0	0	4	17	12	2	2	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	59	0	na	0	na	na	na	na	198	230.25	na	na	na	na	na	na	na	na	na	0	na	0	0	
75	0.037058	0.059470	5.321368	3.837803	0.701477	0.014901	0.014901	0.014901	0.014901	0.014901	0.003420	0.003420	0.003420	0.003420	0.003420	0.048396	-0.748614	-1.77675	-0.700815	-0.738576	-0.275641	-0.435765	-7.54545	0.55	0.714286	0.638725	na	9	0.939394	0.150254	21	5.77273	0	6.95392	5.77273	13.3182	-0.341987	-1.91909	0.25	na	2	8	9.54545	1.37666	0.138889	na	na	na	na	21	30.3618	6.43603	5.18412	5.32727	4.81481	-1.00982	-0.482859	5.49068	1.3585	0.63741	0.0794307	0.369604	0.269121	1	8	1	2	1	1	0	0	1	1	3	3	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	8	0	na	0	na	na	na	na	42	43.2334	na	na	na	na	na	na	na	na	na	0	na	0	0	
76	0.014117	0.006308	20.051748	7.767112	2.042069	0.062780	0.062780	0.062780	0.062780	0.062780	0.007856	0.007856	0.007856	0.007856	0.007856	0.016012	-0.491182	9.53735	1.35631	0.903111	1.61224	1.03035	-13.5152	0.882353	0.885714	0.884492	na	3	0.439394	0.143728	35	10.3333	0	11.5899	10.3333	23.8485	-0.218281	-2.16739	0.75	na	0	2	17.0909	1.90923	0.597222	na	na	na	na	111	138.868	16.3376	17.1076	12	12.2222	-1.60718	-2.03215	15.2117	0.872642	-1.32243	0.50023	0.891092	-0.00660046	1	2	18	0	0	0	0	0	0	0	15	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	2	0	na	0	na	na	na	na	146	162.546	na	na	na	na	na	na	na	na	na	0	na	0	0	
77	0.004041	0.018275	0.282514	2.757797	0.144688	0.053137	0.053137	0.053137	0.053137	0.053137	0.073935	0.073935	0.073935	0.073935	0.073935	0.018850	-1.57279	-2.4866	-1.7406	-1.75493	-2.25989	-2.17	1.72727	0.111111	0.2	0.151393	na	7	0.772727	0.116147	10	2.04545	0	3.31139	2.04545	0.318182	-0.769695	0.82191	0.5	na	1	8	1.18182	-1.9861	0.291667	na	na	na	na	364	502.212	0.990159	1.03682	0.854545	0.87037	-0.641604	-0.879076	1.73145	0.661492	-0.285508	0.0167585	0.181953	-0.0305601	4	8	1	1	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	8	0	na	0	na	na	na	na	374	519.947	na	na	na	na	na	na	na	na	na	0	na	0	0	
78	0.001188	0.027805	759.834795	8.409031	3.055895	0.003563	0.003563	0.003563	0.003563	0.003563	0.006934	0.006934	0.006934	0.006934	0.006934	0.014354	-1.14053	-0.475656	-1.32974	-1.3184	-1.42122	-1.40617	0.151515	na	na	na	na	2	0.166667	0.276385	1	0.166667	0	0.331139	0.166667	0.0151515	-1	0.338215	0.916667	na	0	1	0.0909091	-0.90177	0.847222	na	na	na	na	125	136.962	0	0	0	0	na	na	0.375534	1.83073	1.25744	0.694444	na	0	0	1	0	0	0	0	0	0	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	1	0	na	0	na	na	na	na	126	138.065	na	na	na	na	na	na	na	na	na	0	na	0	0	
79	0.914583	0.063869	47.318893	2.378862	0.759299	0.011563	0.011563	0.011563	0.011563	0.011563	0.004883	0.004883	0.004883	0.004883	0.004883	0.074042	-0.372777	0.710363	-0.628911	-0.582009	-0.902888	-0.780019	3.51515	0.0816327	0.14	0.190796	na	9	0.939394	0.122328	50	15.2121	0	16.557	15.2121	11.697	-0.163534	0.404207	0.25	na	7	24	13.4545	-0.787341	0.138889	na	na	na	na	11	23.7074	12.8721	12.9603	13.4545	13.5	0.272345	0.294254	7.80042	-0.730694	-1.01053	0.0495868	0.171994	0.0188023	0	24	7	4	3	0	3	7	1	0	0	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	24	0	na	0	na	na	na	na	61	63.6492	na	na	na	na	na	na	na	na	na	0	na	0	0	
80	0.037724	0.014401	8.470047	5.812130	2.076876	0.054729	0.054729	0.054729	0.054729	0.054729	0.007626	0.007626	0.007626	0.007626	0.007626	0.068767	2.78235	5.56882	1.60868	1.98562	1.94288	2.30859	-1.45455	0.878788	0.970588	0.964935	na	6	0.80303	0.26738	34	18.1818	0	11.2587	18.1818	19.6364	1.23802	-0.239572	0.416667	na	1	0	18.9091	2.72215	0.263889	na	na	na	na	61	82.7763	16.8327	17.626	21.8182	22.2222	1.79403	1.85686	13.915	-0.164578	-1.72955	0.0814968	0.690583	0.274352	1	0	0	0	0	9	13	11	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	0	0	na	0	na	na	na	na	95	101.644	na	na	na	na	na	na	na	na	na	0	na	0	0	
81	0.293128	0.020975	243.775521	4.611076	1.320461	0.039257	0.039257	0.039257	0.039257	0.039257	0.004327	0.004327	0.004327	0.004327	0.004327	0.065728	-1.03448	1.35978	-0.52024	-0.680159	-0.806789	-0.923154	19.5758	0.0692308	0.10687	0.128663	na	10	0.969697	0.101319	131	33.7879	0	43.3792	33.7879	14.2121	-0.445159	0.891439	0.166667	na	13	60	24	-2.01434	0.111111	na	na	na	na	19	42.1742	35.1506	35.7704	28.5455	28.6667	-1.15089	-1.4299	9.24956	-1.81888	4.46902	0.0743802	0.129334	-0.000670686	4	60	51	9	3	2	2	0	0	1	1	2	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	60	0	na	0	na	na	na	na	150	167.541	na	na	na	na	na	na	na	na	na	0	na	0	0	
82	0.018226	0.001996	17.174850	9.378304	5.753865	0.074564	0.074564	0.074564	0.074564	0.074564	0.107987	0.107987	0.107987	0.107987	0.107987	0.016309	-0.741088	-1.78654	-1.28584	-1.18373	-0.625906	-0.685233	-1.36364	0	0	0.0633609	na	5	0.757576	0.127936	4	1.04545	0	1.32456	1.04545	2.40909	-0.424239	-1.2862	0.416667	na	0	2	1.72727	0.688085	0.305556	na	na	na	na	863	na	0.990159	0.518412	0.854545	0.666667	-0.641604	1.30756	0.773241	0.332673	-0.361661	0.192378	0.0495868	0.0137741	2	2	0	0	0	0	1	0	0	0	0	1	na	na	na	na	na	na	na	na	na	na	na	1	0	na	0	0	0	nan	0	10000	na	na	1	1	0	2	0	na	0	na	na	na	na	867	na	na	na	na	na	na	na	na	na	na	0	na	0	0	
