mlcoalsim version 1.9916b (20190520)

"OUTPUT FILE: date Thu Sep 19 11:40:23 2019" 

"Input data from the file: baselines/case02/1locus_1pop_mhit0_rec100_n100_S200.txt"

Print_neuttest:                  1
Print_matrixpol:                 1
N_iterations:                    100
Seed1:                           81140

N_loci:                          1
No_rec_males:                    0
Factorn_chr:                     1.000000
Pevent_sexratio:                
Fixmax_abstime_event:           
Sex_ratio:                       1.000000
N_sites:                         10000
N_samples:                       100
Npop:                            1


Mutations:                       200

Recombination:                   0.01
Iflogistic:                      0
Nintn:                           0
Nrec:                           
Tpast:                          



Patcg:                           -1




Neutral tests (excluding multiple hits positions)
value(TD[pop=0])	value(Fs[pop=0])	value(FDn[pop=0])	value(FFn[pop=0])	value(FD[pop=0])	value(FF[pop=0])	value(H[pop=0])	value(B[pop=0])	value(Q[pop=0])	value(ZnA[pop=0])	value(Fst[pop=0])	value(Kw[pop=0])	value(Hw[pop=0])	value(R2[pop=0])	value(S[pop=0])	value(piw[pop=0])	value(pib[pop=0])	value(ThetaW[pop=0])	value(ThetaT[pop=0])	value(ThetaFW[pop=0])	value(D_Dmin[pop=0])	value(H_norm[pop=0])	value(maxhap[pop=0])	value(maxhap1[pop=0])	value(Rm[pop=0])	value(ThetaFL[pop=0])	value(ThetaL[pop=0])	value(ZengE[pop=0])	value(EW[pop=0])	value(Fstw[pop=0])	value(minuiHS[pop=0])	value(maxuiHS[pop=0])	value(maxliES[pop=0])	value(fixoutg[pop=0])	value(KoutgJC[pop=0])	value(ThetaWA[pop=0])	value(ThetaWAn[pop=0])	value(ThetaTA[pop=0])	value(ThetaTAn[pop=0])	value(AchY[pop=0])	value(AchYn[pop=0])	value(m_sdev[pop=0])	value(m_skew[pop=0])	value(m_kurt[pop=0])	value(ragg[pop=0])	value(ZnS[pop=0])	value(ZZ[pop=0])	
0.133087	-21.619	-0.262077	-0.104358	-0.250875	-0.0846692	3.41616	0.040201	0.07	0.113528	na	79	0.994949	0.0983437	200	40.1626	0	38.6296	40.1626	36.7465	0.0442694	0.148923	0.03	na	29	42	38.4545	-0.013876	0.015	na	na	na	na	na	na	37.8228	37.6745	40.1251	40.113	0.225718	0.241758	11.208	-0.943762	1.20175	0.00132986	0.031191	0.0823368	
0.270393	-8.33976	-0.196232	0.00711983	-0.250875	-0.0117857	7.08444	0.040201	0.07	0.109332	na	68	0.989697	0.102381	200	41.7442	0	38.6296	41.7442	34.6598	0.0899418	0.308837	0.06	na	28	42	38.202	-0.0338934	0.0202	na	na	na	na	na	na	37.8228	37.9145	41.739	41.7476	0.383941	0.377666	12.5586	-0.747219	0.978035	0.00123583	0.0378995	0.0714323	
0.387529	-7.02937	0.46222	0.494771	0.493471	0.511209	12.5911	0.0603015	0.115	0.149353	na	67	0.990505	0.106216	200	43.0935	0	38.6296	43.0935	30.5024	0.128905	0.548893	0.04	na	31	32	36.798	-0.14519	0.0194	na	na	na	na	na	na	40.2166	40.3141	43.3199	43.3289	0.286435	0.27965	11.7808	-1.03765	1.68683	0.00246648	0.0378977	0.111455	
0.142821	-21.539	0.00130331	0.072166	-0.0275709	0.0587425	5.07475	0.080402	0.125	0.133988	na	79	0.994545	0.0988075	200	40.2747	0	38.6296	40.2747	35.2	0.0475071	0.221227	0.04	na	25	39	37.7374	-0.0707254	0.0154	na	na	na	na	na	na	38.5409	38.6343	40.3008	40.3091	0.169372	0.161983	11.7175	-0.43106	0.496146	0.0014652	0.0321815	0.101807	
-0.543057	-12.363	0.0671485	-0.227405	0.0468637	-0.259249	-6.32242	0.0452261	0.085	0.0988147	na	67	0.988485	0.0791358	200	32.3741	0	38.6296	32.3741	38.6966	-0.180639	-0.275618	0.06	na	26	38	35.5354	-0.245277	0.0214	na	na	na	na	na	na	38.7803	38.8743	32.2593	32.266	-0.623792	-0.635295	9.07167	-0.770591	1.82642	0.00229532	0.0304558	0.0683589	
-0.141681	-18.3822	0.0671485	-0.0269818	0.121298	-0.000111713	-0.388687	0.0954774	0.165	0.146314	na	75	0.992929	0.0907119	200	36.9976	0	38.6296	36.9976	37.3863	-0.0471279	-0.0169443	0.05	na	28	37	37.1919	-0.113963	0.017	na	na	na	na	na	na	39.0197	38.8743	36.9975	36.9847	-0.192273	-0.181654	13.1986	-0.215674	-0.102133	0.000741026	0.0408078	0.105507	
-0.0647767	-14.1729	0.264684	0.140168	0.270167	0.132873	-0.738182	0.0603015	0.11	0.120948	na	72	0.993333	0.0930322	200	37.8834	0	38.6296	37.8834	38.6216	-0.0215469	-0.0321801	0.03	na	32	35	38.2525	-0.0298899	0.0166	na	na	na	na	na	na	39.4985	39.5942	37.9423	37.9501	-0.146203	-0.155232	9.91534	-0.689764	1.62615	0.0014474	0.0284668	0.0924815	
-0.292403	-15.8865	-0.920529	-0.745983	-0.99522	-0.771342	5.2299	0.0904523	0.15	0.132315	na	72	0.989899	0.0856363	200	35.2614	0	38.6296	35.2614	30.0315	-0.0972631	0.227991	0.06	na	27	52	32.6465	-0.474276	0.02	na	na	na	na	na	na	35.4289	35.2748	34.9198	34.9066	-0.0532215	-0.0389438	11.6464	-0.619397	0.602294	0.000816406	0.0361939	0.0961214	
0.80597	-8.44263	0.198839	0.532051	0.195733	0.548995	5.40283	0.0753769	0.135	0.158791	na	71	0.991515	0.118048	200	47.9135	0	38.6296	47.9135	42.5107	0.268093	0.235529	0.06	na	34	36	45.2121	0.521789	0.0184	na	na	na	na	na	na	39.2591	39.3542	48.1567	48.1666	0.840934	0.837027	14.1444	-0.736368	0.894556	0.00103083	0.0425547	0.116237	
0.0100055	-14.7779	-0.262077	-0.165818	-0.17644	-0.103921	7.40889	0.0251256	0.045	0.0972808	na	73	0.991313	0.0947999	200	38.7448	0	38.6296	38.7448	31.336	0.00332816	0.322981	0.06	na	28	41	35.0404	-0.284511	0.0186	na	na	na	na	na	na	38.0622	37.6745	38.6988	38.666	0.062032	0.0982986	10.4203	-0.792424	1.40503	0.00156258	0.0307051	0.0665757	
